Released Date,Movie,Worldwide,India Telugu Net,India Gross,Overseas,Budget,Verdict,Genres,Industry,Original Languages,Dubbed Languages,Status,Region,India Malayalam Net,India Hindi Net,India Gujarati Net,India Marathi Net,India Bengali Net
23 Sep 2022,Dhokha: Round D Corner,4.4,,3.7,0.7,20,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,3.25,,,
23 Sep 2022,Chup,19,,13.7,5.3,25,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.6,,,
09 Sep 2022,Brahmastra Part One: Shiva,431,,315.5,115.5,350,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,247.37,,,
25 Aug 2022,Liger,56.18,,48.58,7.6,125,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,18.55,,,
19 Aug 2022,Dobaaraa,1.1,,5.65,0.15,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,4.79,,,
13 Aug 2022,Karthikeya 2,117.87,,102.37,15.5,15,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,31.35,,,
11 Aug 2022,Raksha Bandhan,68.38,,57.38,11,70,Below Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,48.63,,,
11 Aug 2022,Laal Singh Chaddha,133.5,,72.5,61,180,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,61.12,,,
05 Aug 2022,Sita Ramam,94.28,,77.28,17,25,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,8.23,,,
05 Aug 2022,DC League of Super-Pets,-,,2.89,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.56,,,
04 Aug 2022,Bullet Train,0.85,,4.12,0.85,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.89,,,
29 Jul 2022,Ek Villain Returns,60,,51,9,72,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,43.21,,,
28 Jul 2022,Vikrant Rona,100.35,,94.75,5.6,95,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.13,,,
22 Jul 2022,Shamshera,60.75,,47.75,13,150,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,39.94,,,
15 Jul 2022,HIT – The First Case,8,,10.47,1.4,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,8.87,,,
15 Jul 2022,Shabaash Mithu,1.4,,2.73,0.2,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.31,,,
08 Jul 2022,Khuda Haafiz Chapter II,15.4,,13.2,2.2,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,12.86,,,
07 Jul 2022,Thor: Love And Thunder,6295,,125.75,3455,1900,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,31.33,,,
01 Jul 2022,Rocketry: The Nambi Effect,45.25,,40.25,5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,22.08,,,
01 Jul 2022,Rashtra Kavach: OM,4.8,,9.74,1,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,8.25,,,
24 Jun 2022,JugJugg Jeeyo,139.5,,101.2,38.3,100,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,85.41,,,
17 Jun 2022,Nikamma,0.8,,2.58,0.2,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.19,,,
10 Jun 2022,Janhit Mein Jaari,5.5,,4.4,1.1,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,3.75,,,
10 Jun 2022,Jurassic World: Dominion,8400,,83,5200,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,24.66,,,
10 Jun 2022,777 Charlie,102.75,,96.95,5.8,15,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,7.45,,,
03 Jun 2022,Vikram,414.43,,289.43,125,120,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,10.25,,,
03 Jun 2022,Major,58.2,,45.2,13,30,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,12.96,,,
03 Jun 2022,Samrat Prithviraj,90.55,,80.55,10,220,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,68.14,,,
27 May 2022,Top Gun: Maverick,12250,,51.04,12199,1300,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,5.98,,,
27 May 2022,Anek,9,,10.68,1.7,1,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,9.05,,,
20 May 2022,Bhool Bhulaiyaa 2,265.5,,216.5,49,80,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,184.32,,,
20 May 2022,Dhaakad,-,,4.73,-,1,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,4.01,,,
13 May 2022,Jayeshbhai Jordaar,17.5,,21.13,3.45,1,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,17.91,,,
06 May 2022,Doctor Strange In The Multiverse Of Madness,8000,,158.7,4500,1500,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,30.98,,,
29 Apr 2022,Heropanti 2,28,,25.3,2.7,80,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,21.5,,,
29 Apr 2022,Runway 34,50.7,,41.7,9,60,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,35.49,,,
22 Apr 2022,Jersey,30.75,,25,5.75,60,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.85,,,
14 Apr 2022,KGF Chapter 2,1215,,1000.85,214.15,100,All Time Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,435.33,,,
13 Apr 2022,Beast,216.58,,151.58,65,150,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.32,,,
08 Apr 2022,Fantastic Beasts: The Secrets of Dumbledore,-,,11.79,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.45,,,
01 Apr 2022,Attack - Part 1,22,,18.8,3.2,55,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,17.35,,,
25 Mar 2022,RRR,1230,,915.85,314.15,550,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,272.78,,,
18 Mar 2022,Bachchhan Paandey,74.2,,60.2,14,165,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,51.04,,,
11 Mar 2022,Radhe Shyam,149.5,,123.2,26.3,350,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.34,,,
11 Mar 2022,The Kashmir Files,341,,295,46,20,All Time Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,252.25,,,
10 Mar 2022,Etharkkum Thunindhavan,71.4,,57.4,14,60,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.03,,,
04 Mar 2022,The Batman,1900,,43.09,900,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.93,,,
04 Mar 2022,Jhund,23,,17.3,5.7,1,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,14.7,,,
25 Feb 2022,Gangubai Kathiawadi,211.5,,155.5,56,180,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,131.9,,,
24 Feb 2022,Valimai,164.5,,123.5,41,150,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.78,,,
18 Feb 2022,Uncharted,1100,,10.8,670,900,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.4,,,
11 Feb 2022,Khiladi,23.5,,21.7,1.8,40,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.6,,,
11 Feb 2022,Badhaai Do,28.15,,25.15,3,30,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,21.29,,,
22 Nov 2024,Dhai Aakhar,0.05,,0.05,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.05,,,
22 Nov 2024,I Want To Talk,0.95,,0.95,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.7,,,
22 Nov 2024,Naam,0.85,,0.85,0,1,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.89,,,
15 Nov 2024,The Legend Of Sudarshan Chakra-2,0.29,,0.29,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.27,,,
15 Nov 2024,A Real Encounter,0.03,,0.03,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.03,,,
15 Nov 2024,Gladiator II,736.71,,8.71,735,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.68,,,
15 Nov 2024,The Sabarmati Report,24.4,,24.4,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.4,,,
14 Nov 2024,Matka,0.07,,0.07,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.01,,,
14 Nov 2024,Kanguva,103.25,,80.25,23,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,14.31,,,
08 Nov 2024,Ella,0.04,,0.04,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.03,,,
01 Nov 2024,Bhool Bhulaiyaa 3,376.4,,298.4,78,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,249.1,,,
01 Nov 2024,Singham Again,364.7,,289.8,74.9,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,241.5,,,
31 Oct 2024,Amaran,320.5,,241.65,78.85,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.12,,,
25 Oct 2024,Karmayogi Abasaheb,0.18,,0.18,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.03,,,
25 Oct 2024,Money Tantra,0.04,,0.04,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.04,,,
25 Oct 2024,Navras Katha Collage,0.31,,0.31,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.27,,,
25 Oct 2024,Bandaa Singh Chaudhary,1.03,,1.03,0,1,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.06,,,
24 Oct 2024,Venom: The Last Dance,3426.83,,64.58,2365,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,23.13,,,
18 Oct 2024,Aayushmati Geeta Matric Pass,0.26,,0.26,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.22,,,
18 Oct 2024,The Wild Robot (3D),7.46,,7.46,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.86,,,
18 Oct 2024,Settlement,0.03,,0.03,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.02,,,
11 Oct 2024,Martin,25.69,,25.69,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.81,,,
11 Oct 2024,Vicky Vidya Ka Woh Wala Video,58.21,,49.71,8.5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,42.09,,,
11 Oct 2024,Jigra,56.93,,38.43,18.5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,31.77,,,
10 Oct 2024,Vettaiyan,253.69,,171.69,82,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,4.68,,,
04 Oct 2024,Crave,0,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0,,,
04 Oct 2024,Last World War,0.15,,0.15,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.1,,,
27 Sep 2024,The Scavenger of Dreams,0.05,,0.05,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.04,,,
27 Sep 2024,Dharmaveer 2,16.32,,16.32,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.01,,,
27 Sep 2024,Binny And Family,3.02,,3.02,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.7,,,
27 Sep 2024,Devara - Part 1,422,,345.5,76.5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,62.12,,,
20 Sep 2024,Kahan Shuru Kahan Khatam,3.26,,3.26,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.81,,,
20 Sep 2024,Yudhra,14.56,,13.41,1.15,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.43,,,
20 Sep 2024,Nasha Jurm aur Gangsters,0,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0,,,
20 Sep 2024,Dhaaak,0.11,,0.11,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.1,,,
20 Sep 2024,Dancing Village: The Curse Begins (Hindi),0.06,,0.06,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.04,,,
20 Sep 2024,Transformers One (3D),1.17,,1.17,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.42,,,
13 Sep 2024,Patang,0.04,,0.04,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.04,,,
13 Sep 2024,The Buckingham Murders,15.84,,12.34,3.5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,6.23,,,
12 Sep 2024,Aayante Randam Moshanam (ARM),107.31,,74.81,32.5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.8,,,
05 Sep 2024,The Greatest of All Time,457.11,,296.86,160.25,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,16.6,,,
30 Aug 2024,Pad Gaye Pange,3.81,,3.81,0,1,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,3.19,,,
30 Aug 2024,The Diary of West Bengal,0.65,,0.65,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.58,,,
30 Aug 2024,A Wedding Story,0.5,,0.5,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.44,,,
30 Aug 2024,Aho Vikramaarka! (Hindi),1.22,,1.22,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.51,,,
29 Aug 2024,Saripodhaa Sanivaaram,98.2,,72.7,25.5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.64,,,
23 Aug 2024,Problem Toh Hai,0,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0,,,
23 Aug 2024,Alien: Romulus,1086.33,,3.83,570,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.08,,,
15 Aug 2024,Stree 2,857.15,,713.15,144,100,All Time Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,597.99,,,
15 Aug 2024,Double iSmart,20.24,,17.64,2.6,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.62,,,
15 Aug 2024,Khel Khel Mein,57.05,,47.05,10,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,39.34,,,
15 Aug 2024,Vedaa,30,,26.75,3.25,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,22.52,,,
09 Aug 2024,Successful Failure,0,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0,,,
09 Aug 2024,Hocus Focus,0.03,,0.03,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.03,,,
09 Aug 2024,Aliya Basu Gayab Hai,0.47,,0.47,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.42,,,
09 Aug 2024,Ghuspaithiya,0.02,,0.02,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.01,,,
04 Aug 2024,Gadar 2: The Katha Continues - Indian Sign Language,0.05,,0.05,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.04,,,
02 Aug 2024,Bardovi,0.12,,0.12,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.1,,,
02 Aug 2024,Ulajh,11.26,,10.26,1,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,9.07,,,
02 Aug 2024,Auron Mein Kahan Dum Tha,15.79,,13.64,2.15,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,12.18,,,
26 Jul 2024,Raayan,154,,110.5,43.5,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.74,,,
26 Jul 2024,Aadesh,0,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0,,,
26 Jul 2024,Rocky The Slave,0.09,,0.09,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.08,,,
26 Jul 2024,Pride,0.01,,0.01,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.01,,,
26 Jul 2024,Uparwala & Sons,0.13,,0.13,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.1,,,
26 Jul 2024,The UP Files,0.32,,0.32,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.3,,,
